,Department,Title,Course,Units,Description
2449,Public Policy & Mgt:Sch of Pub Pol & Mgt,Urban and Regional Economic Development,90443,12.0,"The course will introduce students to the theory and practice of economic development in the United States. An introduction to basic analytic techniques used by both researchers and economic development practitioners will be coupled with a broad overview of the research literature in the fields of urban and regional economics. Emphasis will be placed on the public sectors role in promoting economic development and public policy at the federal, state and local levels that are focused on improving economic conditions for people, places and regions. Optional readings will focus on Pittsburghs economic development and regional economic change since WWII."
2450,Public Policy & Mgt:Sch of Pub Pol & Mgt,Social Innovation Accelerator,90445,6.0,"With a world threatened by rising inequalities (especially in the post-pandemic time) and the effects of climate change, we are in the middle of an era where we are seeing the growth of social entrepreneurship - both in the upsurge of new ventures and within corporations as they seek to respond to demand from their consumers and the public toward a focus not solely on profit, but on a triple bottom line - an equivalent focus on PURPOSE -- people and the planet. This course is for students that want to learn how to take ideas that respond to societal needs and frame it within a sustainable business structure. Ideas may be for new social ventures or innovations within existing institutions and corporations. The students will work on an idea they have and take it through a model accelerator program curriculum. Accelerators are fixed-term cohort-based programs that include seed investment, mentorship, a curriculum that aims to fast forward business planning and strategy and culminate in what is typically called demo day - an opportunity for participating teams to present to potential investors. The course is open to students from different disciplines. This course will utilize online resources as well as readings culled from leading resources on lean business planning. It is an applied learning course and will require working practical knowledge of basic financial statements. At the end of the course, students will be able to take an idea through a model accelerator curriculum - from establishing a mission, vision, theories of change and impact pathways to market and competitive analysis, identifying target markets, customer acquisition, basic financial modeling to crafting the pitch deck. Students will be able to understand a basic structure to business modeling that they can use to form the basic guiding foundations to future new ventures - as startups or as innovations within corporations."
2451,Public Policy & Mgt:Sch of Pub Pol & Mgt,Elective Politics and Policy-Making,90449,6.0,"Significant proposals in public policy at the local, state and federal level of the U.S. require usually require legislation to become a reality. Enter politicians, politics, and political processes. Elected politicians, both representatives and executives, are the ultimate arbitrators and decision-makers in public policy change. The political process can be very messy. Nonetheless public policy change can be successfully engineered from an idea to a reality. This course will explore past cases involving elected officials from the Pittsburgh region and Pennsylvania to illustrate the people, politics and processes involved in policy change. Students will then be required to apply what they learn from these cases to a contemporary policy challenge facing the Pittsburgh region. Prerequisites"
2452,Public Policy & Mgt:Sch of Pub Pol & Mgt,Health Policy,90472,6.0,"This course introduces students to the concepts, theories, and tools of health policy. The aims of this course are to provide students with (1) the ability to identify key problems facing the United States health system, (2) increase the appreciation for and understanding of health policy as an important and useful tool for enhancing population health, and (3) mechanisms to address a current health policy issue from legal, economic, behavioral, and political perspectives. In addition, students will be introduced to a cross-national comparison of health systems."
2453,Public Policy & Mgt:Sch of Pub Pol & Mgt,Public Expenditure Analysis,90474,12.0,TBA
2454,Public Policy & Mgt:Sch of Pub Pol & Mgt,Resilient & Sustainable Communities,90489,12.0,90-489
2455,Public Policy & Mgt:Sch of Pub Pol & Mgt,Independent Study,90490,VAR,Course description will be available on Heinz College website.
2456,Public Policy & Mgt:Sch of Pub Pol & Mgt,Heinz Journal,90700,3.0,"Students get 3 Pass/Fail credits per term for participating in the journal activities. Students can be involved in editing, radio programs where the students discuss policy issues either among themselves or with a guest speaker, managing the website, promoting the journal activities, or by organizing and moderating Forum. Enrollment is restricted and can be done only by the instructor. Recruitment and enrollment takes place at the beginning of the Fall, and Spring semesters."
2457,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Gender, Politics and Policies in the US and Across the World",90703,6.0,"1.-Women political participation in the U.S. and in selected countries across the world including the expansion of political and voting rights, the role of women as political leaders and the overall participation of women in the political and policymaking process. Within the U.S., we will pay attention to the situation of racial and sexual minorities including African-American and Latina women, as well as issues affecting Lesbian and Transgender Women. 2.-The evolution of womens economic rights in the U.S. and selected countries. Central issues here are the wage gap, the glass ceiling, and the overall female participation in the private sector. 3.-Women in conflict and sex trafficking"
2458,Public Policy & Mgt:Sch of Pub Pol & Mgt,Policy Analysis I,90705,12.0,This class aims to survey the broad field of public policy as both an academic discipline and as a field of practice. The curriculum covers in a systematic way the main dimensions and understandings of public policy making. Core frameworks for public policy-making and the debates about them are discussed and analyzed in particular the ideas of the policy cycle the garbage-can approach and the ongoing debates about the motivational and institutional foundations of public policy. Issues and problems at the main stages or steps in the public policy-making process are also explored - from the definition of policy problems and the setting of policy agendas to the theory and practice of policy analysis to the issues surrounding the delivery implementation and evaluation of public policies.Current issues and perspectives in public policy are used throughout to illustrate the general concepts and theories. The class draws on case study material from a variety of policy areas and is concerned with how concepts and theories shape contemporary public policy practice. ...Read More
2459,Public Policy & Mgt:Sch of Pub Pol & Mgt,Statistical Reasoning,90707,12.0,"This course will provide an introduction to the principles of data collection, description and analysis. You will learn the basic tools of statistical inference and modeling, as well as how to interpret results, measure the uncertainty in result, and understand the limitations of results. You will also learn how to interpret statistical output, and how not to be fooled by statistical studies."
2460,Public Policy & Mgt:Sch of Pub Pol & Mgt,Applied Economic Analysis,90710,12.0,Microeconomics is the study of how individuals and firms make choices and how these choices interact in society. Economics shares with other behavioral sciences the general goal of explaining and predicting human behavior. The distinguishing feature of the economic approach is the emphasis on rational decision making under conditions of scarcity. Because of the central role of markets and the price system in describing the outcome of individual and firm decision-making microeconomics is sometimes called price theory. This course is an introduction to the basic concepts and tools of microeconomics. We study how markets work with an emphasis on analysis of the effects of public policy on the welfare of society. The course also provides a brief introduction to macroeconomics. ...Read More
2461,Public Policy & Mgt:Sch of Pub Pol & Mgt,Policy and Politics an International Perspective,90713,12.0,"The goal of this course is to examine critical foreign policy issues and actors. The first section will focus on critical issues in the Middle East including the 2011 uprisings and their consequences for the region as well as U.S. relations with selected Middle Eastern countries. U.S. relations with Pakistan, India and Afghanistan will be briefly analyzed as well. The section on China will provide a detailed analysis of Chinese foreign policy and Chinas transformation into a major international power in the last thirty years. This section will focus on Chinas strategic and national security policies, Chinas role in the world economy, and Chinas relations with the U.S., Taiwan, Japan, S. and N. Korea. The current conflicts in the S. China Sea and U.S., Chinese and S. East Asian policies in this critical region will be analyzed as well. The last section of the course will discuss Russias role in the international economic and political system, U.S. and China relations with Africa and Latin America and the Obama Doctrine."
2462,Public Policy & Mgt:Sch of Pub Pol & Mgt,Policy and Politics in American Institutions,90714,12.0,"The purpose of this course is to study the structure of the American government, the main actors in the policy process, as well as critical policy issues. The emphasis will be on the study of the central political institutions"
2463,Public Policy & Mgt:Sch of Pub Pol & Mgt,Strategic Presentation Skills,90718,6.0,Strategic Presentation Skills provides practical instruction for preparing and delivering professional presentations. Activities and assignments include
2464,Public Policy & Mgt:Sch of Pub Pol & Mgt,Physical Technical Systems II,90720,12.0,Information
2465,Public Policy & Mgt:Sch of Pub Pol & Mgt,Management Science I: Optimization & Multicriteria Methods,90722,6.0,"This course, along with its companions (90-760 Management Science II"
2466,Public Policy & Mgt:Sch of Pub Pol & Mgt,Financial Statements and Analysis of Companies,90723,6.0,"This course provides an overview of how managers, investors, creditors, and other parties use financial information to assess the financial and operating performance of companies. The first part of the course looks at how a companys transactions are measured, recorded and presented to stakeholders. In the second part of the course you will use the Annual Report and Form 10-K that is prepared by publicly held companies to evaluate and analyze the financial status of a company for which you have no information except the annual published financial report or financial statements."
2467,Public Policy & Mgt:Sch of Pub Pol & Mgt,Financial Analysis,90724,12.0,"This course provides an overview of how managers, investors, creditors, donors, foundations, and other parties use financial information to make decisions in organizations. It includes tools of both financial and managerial accounting. Unit 1 focuses on the financial reports and analysis of the financial position and the operating results of business organizations. You will learn several techniques such as common sizing, trend analysis and ratio analysis to help you analyze an organization for which you have no information except the annual published financial report. Exam 1 will be given at the end of Unit 1. The second part of the course, Unit 2, looks at the financial reports of organizations in the private (non-government) not-for-profit sector. We will compare and contrast the reporting and analysis of these NPOs with that of businesses, and discuss the needs for different information and performance measures in the private not-for-profits. Exam 2 will be given at the end of Unit 2. In the last unit, Unit 3, we look at organizations not as an outsider (investor, donor, creditor), but instead as a manager inside the organization. You will learn how to use several financial tools available to managers such as budgets, decision making tools, and break even analysis, and how to predict or measure the financial impact of different alternatives. This is often referred to as managerial accounting. The final exam covers the material in Unit 3."
2468,Public Policy & Mgt:Sch of Pub Pol & Mgt,Management Accounting,90725,6.0,"Information provided by external financial reporting (financial statements) is compiled too late to be actionable to change an organizations performance, it is also too aggregated for managers to use in making strategic decisions. Managers must make numerous day-to-day decisions to effectively operate their business profitably, they must also adjust to changing external and internal situations. The purpose of this class is to familiarize students with the language and techniques of managerial accounting and to develop and sharpen their analytic capabilities. Students will gain insight into cost systems and cost behavior, how to evaluate performance and compare alternatives. This course focuses as much as possible on the practical application of managerial analysis. This course relies heavily on performing calculations and interpreting the results. Material is presented in a combination of lecture and modeling exercises. It is assumed that participants have a general knowledge of accounting as well as a basic knowledge of Excel."
2469,Public Policy & Mgt:Sch of Pub Pol & Mgt,Introduction to Database Management,90728,6.0,Databases provide a powerful tool for any policy analyst and are the information backbones of organizations of all kinds. This course introduces the relational database model entity-relationship diagrams data flow diagrams structured query language query by example forms reports and macros using the Microsoft Access database package. Applications include data import cleaning and aggregation for policy analysis and database systems for delivery and management of services.
2470,Public Policy & Mgt:Sch of Pub Pol & Mgt,Public Financial Management:,90731,6.0,"This course is designed for students to develop an understanding of the key disciplines of financial management for state local governments. Specifically, the course will emphasize the ability to read and understand basic financial statements and the comprehensive annual financial report (CAFR), how generally accepted accounting principles (GAAP) apply to state local government, fund accounting, and other financial reporting components. Students will also be introduced to the fundamental principles of state local government financial management including budget development, long-term financial planning, debt management, and retirement benefits, and will become familiar with how all of these elements can be used to help accomplish organizational goals and objectives for state local governments."
2471,Public Policy & Mgt:Sch of Pub Pol & Mgt,Urban Policy,90734,6.0,"This course will examine policies and forces that have shaped our modern urban form. We will set our analysis in the context of a review of the historic development of cities. After an overview of early history, we will concentrate on late 19th and 20th century city development. We will examine the series of post war government and private sector policies that supported anti urban trends that led to current urban patterns. The course will conclude with a discussion of policies and remedies that can support sustainable urban growth. The course will concentrate on the physical, geographical and built aspects of cities -- the public realm, the spaces we all share -- but it will also address the relation between the physical nature of cities and the quality of community that develops. In addition to class discussions, students will be asked to develop an independent brief research project that explores in depth one of the aspects of the course content. Student presentations of their research will be used to augment class discussions."
2472,Public Policy & Mgt:Sch of Pub Pol & Mgt,Systems Synthesis I,90739,12.0,The Systems Synthesis sequence of courses 90-739 and 90-740 is intended to provide an opportunity for students to work together intensively on the design of a specific functioning system. The term System refers to the fact that the particular entity studied has an identifiable objective or function and the word Synthesis refers to the fact that the desired output is an integrated design for students to gain experience and understanding in the formulation and solution of problems in the public sector. In doing this students have an opportunity to integrate the facts and techniques they have learned and put them to a practical test. The operation of the course involves the class in the definition and solution of one or more major public problems. The class examines these problems from relevant viewpoints including the definition of system objectives user requirements as well as the examination of technological and procedural alternatives in designing the systems and consideration of the political problems in implementing solutions. The class project leads ultimately to one or more project reports and formal presentations are made to advisory panels at the end of each semester....Read More
2473,Public Policy & Mgt:Sch of Pub Pol & Mgt,Systems Synthesis,90740,12.0,Systems Synthesis provides an opportunity for students to work together intensively on the design of a specific functioning social system. The term System refers to the fact that the particular entity studied has an identifiable objective or function and the word Synthesis refers to the fact that the desired output is an integrated design so that students gain experience and understanding in the formulation and solution of problems in the public sector. In doing this students have an opportunity to integrate the facts and techniques they have learned and put them to a practical test. The course involves the class in the definition and solution of one or more major public problems. The class examines these problems from relevant viewpoints including the definition of system objectives and user requirements as well as the examination of technological and procedural alternatives in designing the systems and consideration of the political problems in implementing solutions. The class project leads ultimately to one or more project reports presented to a client....Read More
2474,Public Policy & Mgt:Sch of Pub Pol & Mgt,Urban and Regional Economic Development,90743,12.0,"The course will introduce students to the theory and practice of economic development in the United States. An introduction to basic analytic techniques used by both researchers and economic development practitioners will be coupled with a broad overview of the research literature in the fields of urban and regional economics. Emphasis will be placed on the public sectors role in promoting economic development and public policy at the federal, state and local levels that are focused on improving economic conditions for people, places and regions. Optional readings will focus on Pittsburghs economic development and regional economic change since WWII."
2475,Public Policy & Mgt:Sch of Pub Pol & Mgt,Nonprofit Statements & Analysis,90744,6.0,"This course provides an introduction to the design and use of systems that assist management in ensuring that organizations achieve their goals. It emphasizes budgets as a major component of management control systems for for-profit, governmental and non-profit organizations. Key topics include"
2476,Public Policy & Mgt:Sch of Pub Pol & Mgt,Methods of Policy Analysis: Future of Work,90745,VAR,"After decades of slow wage growth and rising inequality, many American workers now fear an epidemic of joblessness as new technologies increasingly replace human labor. Is this likely to occur? How will emerging technologies reshape the U.S. labor market? How important is the gig economy, and how big might it become? What can policy makers do to ensure that the growth of the American economy is more inclusive and equitable? The curriculum of 90-745 has been rewritten to help Heinz students (and other interested CMU students) think seriously and rigorously about the future of work in the 21st century American economy. The course will place current concerns in the broader context of the major structural shifts in the U.S. labor market over the past several decades. Drawing upon the most recent quantitative analyses, the course will show that technological change has contributed to increasingly unequal outcomes in the U.S. labor market for decades, and that this trend is likely to continue as a new wave of technological change unfolds. The course will also consider the degree to which globalization, immigration, rising monopoly power, declining union strength, minimum wage laws, and discrimination based on race and gender have contributed to rising inequality in U.S. incomes. The course will draw upon frontier research to identify old and new policy ideas that could help make economic growth more inclusive, and it will bring into the classroom policy entrepreneurs who are making a real difference. The course instructor, Professor Lee Branstetter, is a globally recognized expert on the economics of innovation and technological change. He leads the Future of Work research initiative within Carnegie Mellons Block Center for Technology and Society. In 2011-2012, Professor Branstetter served on the staff of President Barack Obamas Council of Economic Advisers."
2477,Public Policy & Mgt:Sch of Pub Pol & Mgt,Cost Benefit Analysis,90747,6.0,"As public policy analysts, we are often presented with making decisions that are economically efficient - that is, how does one gain the most benefit for society, given limited resources? Economics provides the theoretical foundation of decision-making, but putting theory into practice is not always easy. Cost-benefit analysis (CBA) is an analytical tool used to determine the worth of a project, program, or policy. It identifies and attempts to quantify the costs and benefits of the project or program and provides decision-makers with manageable information to find the best outcome. CBA helps managers to answer questions such as"
2478,Public Policy & Mgt:Sch of Pub Pol & Mgt,Advanced Geographical Information Systems,90753,6.0,Advanced Geographic Information Systems will explore timely and relevant topics affecting our world today and build on skills learned in the first GIS course. The structure of the course will be a mix of individual and project-based group work. Highlighted topics for Fall 2019 will include
2479,Public Policy & Mgt:Sch of Pub Pol & Mgt,Elective Politics and Policy-Making,90754,6.0,"Significant proposals in public policy at the local, state and federal level of the U.S. require usually require legislation to become a reality. Enter politicians, politics, and political processes. Elected politicians, both representatives and executives, are the ultimate arbitrators and decision-makers in public policy change. The political process can be very messy. Nonetheless public policy change can be successfully engineered from an idea to a reality. This course will explore past cases involving elected officials from the Pittsburgh region and Pennsylvania to illustrate the people, politics and processes involved in policy change. Students will then be required to apply what they learn from these cases to a contemporary policy challenge facing the Pittsburgh region."
2480,Public Policy & Mgt:Sch of Pub Pol & Mgt,Management Science II,90760,6.0,"This course, along with its companions (90-722 Management Science I"
2481,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Cities, Technology and the Environment",90765,6.0,"This mini will explore the interaction of cities, technology and the natural environment over time. More specifically, it will consider several major issues confronting cities today"
2482,Public Policy & Mgt:Sch of Pub Pol & Mgt,Public Expenditure Analysis,90774,12.0,"This is a companion course to Public Finance 90-736, and is designed to deal with the expenditure side of the public sector budget in a series of modules. It is conceptualized as a blending of private and public capital budgeting principles. The course is divided into 3 modules. In Module 1, the course develops the essential techniques of private sector evaluation principles. In Module 2 special problems which arise in the evaluation of public sector projects are discussed such as shadow pricing, pricing of externalities, the social rate of discount; a variety of evaluation techniques and applications especially suited to public sector projects are then examined. In Module 3 evaluation at a high level of aggregation is dealt with through the use of generational accounting and macro-economic models. These models are examples of aggregate long and short-term public evaluation problem areas typically dealt with by national governments. The course presumes that the student has had courses in microeconomics and economic statistics, owns a calculator, and is familiar with the use of spreadsheet package such as Excel on a personal computer. More information about the course can be found at"
2483,Public Policy & Mgt:Sch of Pub Pol & Mgt,Multi Media,90782,12.0,"This course is about communication. Specifically, we will use various media elements (text, graphics, animation, video and sound) to form communicative units. The purpose of a multimedia piece is to communicate your message to the audience. The goal of this course is to use type, color, illustrations, images, sound, animation and video to produce professional materials. This course will teach a combination of graphic design skills and software skills. Students will also learn the terminology, procedures and production requirement to effectively communicate with ad agencies, design firms and commercial printers. Throughout the course students will learn the skills of the following applications"
2484,Public Policy & Mgt:Sch of Pub Pol & Mgt,Policy Innovation Lab,90783,6.0,"The Policy Innovation Lab is a new initiative that connects students with actual policy challenges and introduces an agile, design-driven framework to rapidly create solutions to those challenges. This course is an experiment in improving public policy through by working outside the traditional structures of government. For Spring 2020, the Policy Innovation Lab will be investigating climate resiliency challenges with external partner agencies and organizations. Students will be investigating a number of problem spaces and building policy-driven prototypes driven by user research. Students will work to solve pressing challenges by redefining the problem in terms of understanding the affected users of systems, conducting user-centered research, designing solutions, testing those same solutions, and iteratively improving those outcomes. This course is designed to take advantage of recent lessons learned in applied innovation in government entities around the world. The actual outcomes will be heavily dependent on both the needs of the problem sets for each course as well as the skills of the students. The course will apply some methodologies commonplace in industry like agile, design-thinking, and open source to deliver products and services that have the potential to live on beyond the course. For public-facing projects, work will be done in a transparent manner where possible in order to encourage external participation. Students will be expected to embrace a culture that expects and encourages rapid iteration, express a willingness to fail early in order to discover a solution that ultimately works, and a flat structure that provides students with an opportunity to deliver for our government partners."
2485,Public Policy & Mgt:Sch of Pub Pol & Mgt,Affordable Housing Policy and Finance,90784,6.0,
2486,Public Policy & Mgt:Sch of Pub Pol & Mgt,Resilient & Sustainable Communities,90789,12.0,"This course examines past and current community development topics and trends associated with creating and/or maintaining sustainable communities. Such topics include sustainable development, creative capitalism, regional planning and visioning, governance, regional equitable development, sustainable business practices, green/clean tech, smart growth and smart transportation, carbon management, resource conservation, local living economies, energy systems and strategies, dynamics of neighborhoods, among other topics. Emphasis will fall on how these various dimensions need to strategically align to promote sustainable communities amidst their complexities. The class will also delve into a variety of green and sustainable development practices to provide frameworks for integrating traditional community development practices with sustainable development practices. The class takes lessons from the past (both what has worked and what did not work) as well as appropriate, current practices and explores how to apply them to a variety of community situations and conditions. The focus is on urban communities in the U.S and worldwide, both large and small. The course includes experiential, hands-on learning (projects, case studies, analyses, presentations, field trips, and guest lectures) as well as reflective components (readings, discussion, and papers)."
2487,Public Policy & Mgt:Sch of Pub Pol & Mgt,Media & Communication Design I,90801,6.0,"The Media and Communication Design course focuses on using desktop publishing software to ef-fectively communicate messages in printed form. The goal of this course is to use the combination of type, color, shapes, illustrations and images to produce professional printed materials. The skills learned in this course can easily be translated to other media. This course will teach a combination of graphic design skills and software skills. Most classes will consist of two thirds lecture and one third hands-on work with the software. The software being taught is Adobe InDesign Creative Cloud (CC), Adobe Illustrator CC and Adobe Photoshop CC. Students will gain experience in preparing docu-ments that are professional in form and content. Student will learn how to design and publish prod-ucts such as newsletters, posters, logos, packaging, signs, books, flyers, magazines, annual reports, invitations and advertisements. Students will also learn the terminology, procedures and production requirement to effectively communicate with ad agencies, design firms and commercial printers."
2488,Public Policy & Mgt:Sch of Pub Pol & Mgt,Media & Communication Design II,90804,6.0,"This course builds on the Media Communication Design I class. In the Media Communication Design II class we focused on print design, in the Media Communication Design II class we will expand to infographic design, audio, animation and video. We will explore Adobe Illustrator to create info graphics. We will be using Adobe Audition to create a podcast, Adobe After Effects CC to create animations and Apple Final Cut Pro/Adobe Premiere to create videos. The goal of this course is produce professional materials using type, color, illustrations, images, sound, animation and video. These materials will be able to engage and influence your target audience. This course will teach a combination of media design skills and software skills. Throughout the course students will learn the skills of the following applications"
2489,Public Policy & Mgt:Sch of Pub Pol & Mgt,Issues in Global Urbanization,90805,VAR,"Within our lifetime, the world population will swell to 10 billion citizens, 75 of which will live in cities. The seminar is an investigation into the future of cities focusing on three existential challenges of our urban age"
2490,Public Policy & Mgt:Sch of Pub Pol & Mgt,"Planning by Design: Campuses, Waterfronts, Districts, and Cities",90807,12.0,"The focus of this seminar is the connection between design decisions and urban development, and how a better understanding of this relationship will contribute to knowledge, policy and practice of a robust and forward-looking contemporary urbanism. The seminar draws on the instructors research, teaching, and practice including current projects, focusing on urban design and planning current projects relevant to international, North American, and Pittsburgh perspectives. The course is divided into three units"
2491,Public Policy & Mgt:Sch of Pub Pol & Mgt,Energy Policy,90808,6.0,"This seminar will provide an introduction to modern U.S. energy policy. Our goal will be to understand, from a practical perspective, how economics, technology, politics, public opinion and national security all influence the development and implementation of policy. Questions that we will address include"
2492,Public Policy & Mgt:Sch of Pub Pol & Mgt,Introduction to Programming with Python,90812,6.0,"This mini-length course focuses on the fundamentals of computer programming using the Python interpreted programming language. Students will develop his or her problem solving skills using the divide-and-conquer and top-down approaches to build standalone software applications. Assignments will include hands-on lab practice coding, weekly fundamental theoretical checkpoint quizzes, divide-and-conquer approach programming projects, and an examination to test essential programming and problem solving skills. OOP (object oriented programming) will be used in this course. Learners will study how to build professional, user-friendly computer programs applicable to real-world usage in such areas as public policy and security analysis. This course is designed for people with little or no programming knowledge."
2493,Public Policy & Mgt:Sch of Pub Pol & Mgt,Lean Performance Improvement Lab: H C,90818,6.0,"This course provides an overview of the current state of the quality movement in Health Care. A public health perspective as well as an individual perspective will be considered from both a U.S. and international view. Relevant history, current gurus, landmark publications, theories, tools, and environmental factors will be discussed. We will explore the cost/quality connection and analyze the complex forces that shape or hinder the transformation of health care from the current state to a person centered quality focused Health Care System. We will learn to use industrial models to improve processes in the health care industry. The concepts and skills needed to create a work environment where these tools can be utilized will also be explored."
2494,Public Policy & Mgt:Sch of Pub Pol & Mgt,Intermediate Programming with Python,90819,6.0,"This seven-week course is the follow-on to Introduction to Programming with Python. It assumes basic knowledge of Python control constructs, functions, files, data structures, and the numpy library. The course will cover gathering data from various sources including web scraping, web APIs, CSV and other structured data files, and databases; data cleansing; using the pandas library for data analysis; regular expressions and other string processing methods; classes and object-oriented programming; and building real-world software applications. Please note"
2495,Public Policy & Mgt:Sch of Pub Pol & Mgt,Program Evaluation,90823,12.0,In this course you will learn how to gather and synthesize evidence to address this question. Program evaluation is the systematic application of social science methods to assess each aspect of a program
2496,Public Policy & Mgt:Sch of Pub Pol & Mgt,Cost Benefit Analysis,90824,6.0,"Individuals and organizations are frequently presented with decisions about how best to allocate limited resources. Public organizations in particular have an obligation to use consistent and transparent analytic tools to inform tradeoffs among competing policy priorities such as the environment, health, safety, and security. Economics provides a theoretical foundation for the allocation of scarce resources, but in practice, there are a variety of challenges in measuring benefits and costs in quantitative and monetary terms. Such challenges include determining how to value benefits and costs experienced in the future, reductions in the risk of premature death and injury, and the distribution of these impacts among affected populations, as well as appropriately characterizing uncertainty. The ability to assess key assumptions and limitations is critical for both producers and consumers of cost-benefit analysis. Learning Objectives Through lectures, discussions, readings, problem sets, written assignments, and presentations, students will develop knowledge and skills that will enable them to"
2497,Public Policy & Mgt:Sch of Pub Pol & Mgt,Health Law,90832,6.0,"This course introduces students to the laws that impact the provision of health care services. With the increasing intersection between health care and the law, executives and others involved in the administration and delivery of health care services are likely to encounter a wide range of legal and regulatory issues, particularly as the fate of the Affordable Care Act is debated. This course is designed to provide students with the practical knowledge needed to identify legal issues inherent in health care and to understand the legal ramifications of administrative and management decisions. Specific course topics include"
2498,Public Policy & Mgt:Sch of Pub Pol & Mgt,Population Health,90833,6.0,"It is a societal imperative that we improve the quality of health for all Americans while reducing the cost. In so doing, we must move from a reactionary, disease driven, hospital-dominated model to one that creates the appropriate level of incentives and health delivery infrastructure so that patients embrace strategies to prevent disease and promote healthy living and behavior. What is Population Health and what role do individuals, executive branch agencies, and non-profits play in the protection and promotion of positive health outcomes? How are health outcomes assessed? In this introductory course, we will examine the way health care delivery systems, public health agencies, community-based organizations, and many other entities work together to develop interventions to improve the health outcomes in the local, national, and global communities they serve. We will first learn to examine health issues from a population health perspective."
2499,Public Policy & Mgt:Sch of Pub Pol & Mgt,Health Care Geographical Information Systems,90834,12.0,"A geographic information system (GIS) provides an effective way to visualize, organize and manage a wide variety of information including administrative and medical record data, social services, and other location data. Public health departments, hospitals, and medical research agencies are using GIS to map health-related events, identify disease clusters, investigate environmental health problems, and understand the spread of disease. This course uses a unique approach for teaching GIS in health care. It imbeds learning how to use GIS software in the context of carrying out projects for visualizing and analyzing health-related data. Each week includes lectures and computer labs that focus on a health, technical, or policy issue which use Esris ArcGIS Pro and Platform technologies to analyze data or solve a problem. Students learn to create Story Maps to convey their maps and associated text to the public and decision makers. Through assignments and projects students will not only learn how to use the software but will also learn the many distinctive advantages of using GIS for health care policy making and planning. By the end of the course, students will have sufficient background so that they can become expert users of GIS in health care organizations - building, managing, and using GIS maps and health data. Prerequisites"
2500,Public Policy & Mgt:Sch of Pub Pol & Mgt,Special Topics:  Designing Smart and Health Systems,90835,6.0,Designing Smart and Healthy Systems
2501,Public Policy & Mgt:Sch of Pub Pol & Mgt,Global Health Security,90839,3.0,"The course will be offered 12-5pm, Saturday, Feb 27 and Sat, March 6, 2021. This micro-mini course serves as an introduction to global health security and its intricate links to international relations and international development. As societies and economies are increasingly interconnected and thus interdependent, new forms of health security threats are arising, and nations are investing more in mutual preparedness and are conducting new forms of soft power diplomacy to mitigate those risks. In recent years, the realm of health security has expanded greatly with more governments, companies, and NGOs working to address both nascent and persistent threats. Over an immersive weekend of overview and interaction, this micro-mini highlights prominent threat categories, namely the 3-D threats of Disaster, Disease, and Disorder, with complex humanitarian crises showcasing the latter threat. To illustrate factors at work, time will be devoted to deep dives using case studies and readings on prominent events. This seminar-style course will serve as an active policy laboratory in which your ideas are solicited and further shaped with the participation of the class cohort. Practical frameworks will be employed to simplify the dynamics within complex situations, and to organize your thinking about actions and options. An overnight diagramming activity assessing a humanitarian crisis between the first and second day activates analytical skills regarding causative determinants, strategic goals, and implementation of action plans. The course welcomes all learners from a wide range of knowledge, from the novice to the experienced. The course relies on active participation that feeds a mutual learning environment and that catalyzes and reveals students ideas as they occur, thereby fostering an at-the-ready style of nimble thinking and conversing."
2502,Public Policy & Mgt:Sch of Pub Pol & Mgt,Dev Fin Tools for Sustainable Econ Dev,90843,3.0,"This course will take place on March 27th and 28th, 2021. Economic development is driven largely by funding and financing opportunities. Nearly every redevelopment, business expansion, community facility and infrastructure project hinges on the availability of affordable, patient and flexible capital. When addressing sustainability in economic development, funding and finance are even more critical. The lack of funding and finance can result in the ability for projects and programs to move forward in an effective manner. From the bedrock tools like bonds and targeted tool like tax increment to tax credit investment and access to capital lending programs, the development finance toolbox provides financing options that cover the entire development continuum. Unlocking the Development Finance Toolbox to Support Sustainable Economic Development will explore the intersection of development, sustainability and finance with an in depth review of the financing tools that catalyze and drive job growth and economic expansion. This course will not only explore the tools behind effective development but also examine success projects and programs that are driving communities towards a sustainable future."
2503,Public Policy & Mgt:Sch of Pub Pol & Mgt,Social Innovation Accelerator,90845,6.0,"With a world threatened by rising inequalities (especially in the post-pandemic time) and the effects of climate change, we are in the middle of an era where we are seeing the growth of social entrepreneurship - both in the upsurge of new ventures and within corporations as they seek to respond to demand from their consumers and the public toward a focus not solely on profit, but on a triple bottom line - an equivalent focus on PURPOSE -- people and the planet. This course is for students that want to learn how to take ideas that respond to societal needs and frame it within a sustainable business structure. Ideas may be for new social ventures or innovations within existing institutions and corporations. The students will work on an idea they have and take it through a model accelerator program curriculum. Accelerators are fixed-term cohort-based programs that include seed investment, mentorship, a curriculum that aims to fast forward business planning and strategy and culminate in what is typically called demo day - an opportunity for participating teams to present to potential investors. The course is open to students from different disciplines. This course will utilize online resources as well as readings culled from leading resources on lean business planning. It is an applied learning course and will require working practical knowledge of basic financial statements. At the end of the course, students will be able to take an idea through a model accelerator curriculum - from establishing a mission, vision, theories of change and impact pathways to market and competitive analysis, identifying target markets, customer acquisition, basic financial modeling to crafting the pitch deck. Students will be able to understand a basic structure to business modeling that they can use to form the basic guiding foundations to future new ventures - as startups or as innovations within corporations."
